---
pid: 127736
cwd: /home/broz/code/rockcap/src
active_command: npm run dev
last_exit_code: 127
---
-14&series=trades 200 in 1683ms (compile: 10ms, render: 1674ms)
 GET /api/backtest/algo 200 in 6ms (compile: 4ms, render: 1800µs)
 GET /api/backtest/data?date=2025-12-01&series=candles 200 in 6ms (compile: 2ms, render: 4ms)
 GET /api/backtest/data?date=2025-12-01&series=trades 200 in 63ms (compile: 7ms, render: 57ms)
 GET /api/backtest/data?date=2025-11-28&series=candles 200 in 12ms (compile: 7ms, render: 5ms)
 GET /api/backtest/data?date=2025-11-28&series=trades 200 in 27ms (compile: 8ms, render: 19ms)
 GET /api/backtest/data?date=2025-11-27&series=candles 200 in 7ms (compile: 2ms, render: 5ms)
 GET /api/backtest/data?date=2025-11-27&series=trades 200 in 15ms (compile: 7ms, render: 7ms)
 GET /api/backtest/data?date=2025-11-26&series=candles 200 in 11ms (compile: 2ms, render: 9ms)
 GET /api/backtest/data?date=2025-11-26&series=trades 200 in 138ms (compile: 15ms, render: 122ms)
 GET /api/backtest/data?date=2025-11-25&series=candles 200 in 12ms (compile: 3ms, render: 9ms)
 GET /api/backtest/data?date=2025-11-25&series=trades 200 in 152ms (compile: 1469µs, render: 151ms)
 GET /api/backtest/data?date=2025-11-24&series=candles 200 in 12ms (compile: 2ms, render: 10ms)
 GET /api/backtest/data?date=2025-11-24&series=trades 200 in 104ms (compile: 1555µs, render: 102ms)
 GET /api/backtest/data?date=2025-11-21&series=candles 200 in 8ms (compile: 2ms, render: 6ms)
 GET /api/backtest/data?date=2025-11-21&series=trades 200 in 102ms (compile: 8ms, render: 94ms)
 GET /api/backtest/data?date=2025-11-20&series=candles 200 in 10ms (compile: 3ms, render: 7ms)
 GET /api/backtest/data?date=2025-11-20&series=trades 200 in 118ms (compile: 11ms, render: 107ms)
 GET /api/backtest/data?date=2025-11-19&series=candles 200 in 8ms (compile: 3ms, render: 5ms)
 GET /api/backtest/data?date=2025-11-19&series=trades 200 in 103ms (compile: 8ms, render: 95ms)
 GET /api/backtest/data?date=2025-11-18&series=candles 200 in 8ms (compile: 2ms, render: 6ms)
 GET /api/backtest/data?date=2025-11-18&series=trades 200 in 125ms (compile: 9ms, render: 117ms)
 GET /api/backtest/data?date=2025-11-17&series=candles 200 in 12ms (compile: 3ms, render: 9ms)
 GET /api/backtest/data?date=2025-11-17&series=trades 200 in 103ms (compile: 13ms, render: 91ms)
 GET /api/backtest/data?date=2025-11-14&series=candles 200 in 5ms (compile: 1077µs, render: 4ms)
 GET /api/backtest/data?date=2025-11-14&series=trades 200 in 98ms (compile: 5ms, render: 93ms)
 GET /api/backtest/data?date=2025-11-13&series=candles 200 in 10ms (compile: 5ms, render: 4ms)
 GET /api/backtest/data?date=2025-11-12&series=candles 200 in 6ms (compile: 1583µs, render: 5ms)
 GET /api/backtest/data?date=2025-11-13&series=trades 200 in 205ms (compile: 6ms, render: 198ms)
 GET /api/backtest/data?date=2025-11-11&series=trades 200 in 81ms (compile: 6ms, render: 76ms)
 GET /api/backtest/data?date=2025-11-11&series=candles 200 in 92ms (compile: 89ms, render: 3ms)
 GET /api/backtest/data?date=2025-11-12&series=trades 200 in 1095ms (compile: 7ms, render: 1089ms)
 GET /api/backtest/data?date=2025-11-10&series=candles 200 in 11ms (compile: 2ms, render: 9ms)
 GET /api/backtest/data?date=2025-11-10&series=trades 200 in 111ms (compile: 12ms, render: 100ms)
 GET /api/backtest/data?date=2025-11-07&series=candles 200 in 107ms (compile: 104ms, render: 3ms)
 GET /api/backtest/data?date=2025-11-07&series=trades 200 in 108ms (compile: 2ms, render: 106ms)
 GET /api/backtest/data?date=2025-11-06&series=candles 200 in 8ms (compile: 1722µs, render: 6ms)
 GET /api/backtest/data?date=2025-11-06&series=trades 200 in 80ms (compile: 2ms, render: 78ms)
 GET /api/backtest/data?date=2025-11-05&series=candles 200 in 13ms (compile: 7ms, render: 6ms)
 GET /api/backtest/data?date=2025-11-05&series=trades 200 in 83ms (compile: 9ms, render: 75ms)
 GET /api/backtest/data?date=2025-11-04&series=candles 200 in 124ms (compile: 116ms, render: 9ms)
 GET /api/backtest/data?date=2025-11-04&series=trades 200 in 131ms (compile: 5ms, render: 126ms)
 GET /api/backtest/data?date=2025-11-03&series=candles 200 in 17ms (compile: 10ms, render: 8ms)
 GET /api/backtest/data?date=2025-11-03&series=trades 200 in 80ms (compile: 11ms, render: 70ms)
 GET /api/backtest/data?date=2025-10-31&series=candles 200 in 5ms (compile: 1228µs, render: 4ms)
 GET /api/backtest/data?date=2025-10-31&series=trades 200 in 57ms (compile: 6ms, render: 52ms)
 GET /api/backtest/data?date=2025-10-30&series=candles 200 in 12ms (compile: 3ms, render: 9ms)
 GET /api/backtest/data?date=2025-10-30&series=trades 200 in 132ms (compile: 12ms, render: 120ms)
 GET /api/backtest/data?date=2025-10-29&series=candles 200 in 18ms (compile: 9ms, render: 9ms)
 GET /api/backtest/data?date=2025-10-29&series=trades 200 in 82ms (compile: 13ms, render: 69ms)
 GET /api/backtest/data?date=2025-10-28&series=candles 200 in 19ms (compile: 9ms, render: 10ms)
 GET /api/backtest/data?date=2025-10-28&series=trades 200 in 83ms (compile: 13ms, render: 70ms)
 GET /api/backtest/data?date=2025-10-27&series=candles 200 in 8ms (compile: 1145µs, render: 7ms)
 GET /api/backtest/data?date=2025-10-27&series=trades 200 in 72ms (compile: 11ms, render: 61ms)
 GET /api/backtest/data?date=2025-10-24&series=candles 200 in 5ms (compile: 1259µs, render: 4ms)
 GET /api/backtest/data?date=2025-10-24&series=trades 200 in 50ms (compile: 6ms, render: 45ms)
 GET /api/backtest/data?date=2025-10-23&series=candles 200 in 5ms (compile: 1243µs, render: 4ms)
 GET /api/backtest/data?date=2025-10-23&series=trades 200 in 71ms (compile: 6ms, render: 66ms)
 GET /api/backtest/data?date=2025-10-22&series=candles 200 in 11ms (compile: 2ms, render: 9ms)
 GET /api/backtest/data?date=2025-10-22&series=trades 200 in 96ms (compile: 12ms, render: 84ms)
 GET /api/backtest/data?date=2025-10-21&series=candles 200 in 8ms (compile: 1769µs, render: 6ms)
 GET /api/backtest/data?date=2025-10-21&series=trades 200 in 84ms (compile: 9ms, render: 75ms)
 GET /api/backtest/data?date=2025-10-20&series=candles 200 in 13ms (compile: 3ms, render: 10ms)
 GET /api/backtest/data?date=2025-10-20&series=trades 200 in 86ms (compile: 13ms, render: 73ms)
 GET /api/backtest/data?date=2025-10-17&series=candles 200 in 13ms (compile: 3ms, render: 10ms)
 GET /api/backtest/data?date=2025-10-17&series=trades 200 in 135ms (compile: 13ms, render: 122ms)
 GET /api/backtest/data?date=2025-10-16&series=candles 200 in 9ms (compile: 5ms, render: 4ms)
 GET /api/backtest/data?date=2025-10-16&series=trades 200 in 66ms (compile: 5ms, render: 61ms)
 GET /api/backtest/data?date=2025-10-15&series=candles 200 in 12ms (compile: 3ms, render: 9ms)
 GET /api/backtest/data?date=2025-10-15&series=trades 200 in 104ms (compile: 13ms, render: 92ms)
 GET /api/backtest/data?date=2025-10-14&series=candles 200 in 12ms (compile: 2ms, render: 10ms)
 GET /api/backtest/data?date=2025-10-14&series=trades 200 in 153ms (compile: 13ms, render: 141ms)
 GET /api/backtest/data?date=2025-10-13&series=candles 200 in 14ms (compile: 3ms, render: 11ms)
 GET /api/backtest/data?date=2025-10-13&series=trades 200 in 153ms (compile: 15ms, render: 138ms)
 GET /api/backtest/data?date=2025-10-10&series=trades 200 in 87ms (compile: 4ms, render: 83ms)
 GET /api/backtest/data?date=2025-10-10&series=candles 200 in 92ms (compile: 89ms, render: 4ms)
 GET /api/backtest/data?date=2025-10-09&series=candles 200 in 13ms (compile: 3ms, render: 10ms)
 GET /api/backtest/data?date=2025-10-09&series=trades 200 in 97ms (compile: 14ms, render: 83ms)
 GET /api/backtest/data?date=2025-10-08&series=candles 200 in 11ms (compile: 3ms, render: 8ms)
 GET /api/backtest/data?date=2025-10-08&series=trades 200 in 83ms (compile: 11ms, render: 72ms)
 GET /api/backtest/data?date=2025-10-07&series=trades 200 in 77ms (compile: 4ms, render: 73ms)
 GET /api/backtest/data?date=2025-10-07&series=candles 200 in 83ms (compile: 79ms, render: 4ms)
 GET /api/backtest/data?date=2025-10-06&series=candles 200 in 5ms (compile: 1283µs, render: 4ms)
 GET /api/backtest/data?date=2025-10-06&series=trades 200 in 44ms (compile: 5ms, render: 39ms)
 GET /api/backtest/data?date=2025-10-03&series=trades 200 in 30ms (compile: 960µs, render: 29ms)
 GET /api/backtest/data?date=2025-10-03&series=candles 200 in 35ms (compile: 32ms, render: 3ms)
 GET /api/backtest/data?date=2025-10-06&series=candles 200 in 6ms (compile: 1295µs, render: 4ms)
 GET /api/backtest/data?date=2025-10-06&series=trades 200 in 56ms (compile: 6ms, render: 50ms)
 GET /api/backtest/data?date=2025-10-07&series=candles 200 in 9ms (compile: 6ms, render: 4ms)
 GET /api/backtest/data?date=2025-10-07&series=trades 200 in 42ms (compile: 6ms, render: 36ms)
 GET /api/backtest/data?date=2025-10-08&series=candles 200 in 12ms (compile: 3ms, render: 9ms)
 GET /api/backtest/data?date=2025-10-08&series=trades 200 in 93ms (compile: 12ms, render: 81ms)
 GET /api/backtest/data?date=2025-10-09&series=candles 200 in 13ms (compile: 7ms, render: 6ms)
 GET /api/backtest/data?date=2025-10-09&series=trades 200 in 74ms (compile: 8ms, render: 65ms)
 GET /api/backtest/data?date=2025-10-10&series=candles 200 in 21ms (compile: 10ms, render: 10ms)
 GET /api/backtest/data?date=2025-10-10&series=trades 200 in 91ms (compile: 14ms, render: 77ms)
 GET /api/backtest/data?date=2025-10-13&series=candles 200 in 8ms (compile: 1752µs, render: 6ms)
 GET /api/backtest/data?date=2025-10-14&series=candles 200 in 11ms (compile: 5ms, render: 6ms)
 GET /api/backtest/data?date=2025-10-15&series=candles 200 in 7ms (compile: 1543µs, render: 6ms)
 GET /api/backtest/data?date=2025-10-16&series=candles 200 in 6ms (compile: 1838µs, render: 4ms)
 GET /api/backtest/data?date=2025-10-13&series=trades 200 in 1267ms (compile: 1509µs, render: 1266ms)
 GET /api/backtest/data?date=2025-10-14&series=trades 200 in 932ms (compile: 1235µs, render: 931ms)
 GET /api/backtest/data?date=2025-10-15&series=trades 200 in 609ms (compile: 8ms, render: 601ms)
 GET /api/backtest/data?date=2025-10-16&series=trades 200 in 234ms (compile: 6ms, render: 228ms)
